fc1ec1860e85a94d1e24c0e44954a0176b1aee70,140.00,66.00,0.00,206.00
6594ac1c00192537b0796d0404e0ddf9d6e37111,49.00,50.00,0.00,99.00
8557b4377082e60631933db9f902a37a1cc47d31,44.00,44.00,0.00,88.00
1d24a25acbf523172127cd6456b231370db1ce11,15.00,53.00,12.00,80.00
4561711f0417eb3ee303f292b8ac44e4ecad8271,58.00,19.00,0.00,77.00
a4106883dda73802548dc867ba25e69df630dc9b,58.00,11.00,0.00,69.00
a9ae3cab69526294475a771014e9c0e49c80462b,38.00,16.00,0.00,54.00
955a7bf84ec44e2ae301cd5775760166da5fbcc2,15.00,33.00,0.00,48.00
9b4e716b22de3dc9676caca1885108b4d2d94d24,22.00,22.00,0.00,44.00
b6a5ff0c39e3fd50fc27c2a3804218fc884135f5,23.00,13.00,2.00,38.00
b3a7e141f5c2eb565fc5136627c28085841da028,23.00,6.00,8.00,37.00
bbf9b7bf8b60a930b4e44754c732f9629762d1bf,18.00,18.00,0.00,36.00
fc55d2c6c232b8de398ee7f34a616afd8a002fde,0.00,0.00,30.00,30.00
c9f61e42d406cf4b0dba70e399384843a78e2d09,0.00,0.00,26.00,26.00
39cb27d44777997a9f91750c97e6fb5eb1b6a8e7,0.00,0.00,26.00,26.00
60f7df201d560e2693c29cd75674f2bccccf9092,19.00,5.00,0.00,24.00
0e4ad5635be05bdde8dac5feb6c9a85fb3cf0e06,22.00,0.00,0.00,22.00
00c3ee2bdb9dd047485ab6ec52cd2284f0b1980a,5.00,15.00,0.00,20.00
398287908b8aad114b1852a7373dcb7a81ade816,0.00,0.00,20.00,20.00
9d02088397aca145aa77799e24469a983cc60974,4.00,4.00,11.00,19.00
6fde9e598b575b817e3086347b3ea5c2d700a931,0.00,0.00,19.00,19.00
df2b08033f1d87ac6cee85f8d4564d57533403ae,0.00,0.00,19.00,19.00
bbe1b2049cac2d860d3f8261fe95f184d699438d,6.00,1.00,9.00,16.00
22876a825e9d19b0f599c342d4ae3902d85f2c4d,13.00,2.00,1.00,16.00
5982cf1ff31fedc4ad889ffd7e209907f0514dde,0.00,0.00,16.00,16.00
840591f250e6b4e5b7b40c2d37a181da55076ea3,15.00,0.00,0.00,15.00
fc92ed5c6399d1ee4d48307e4b6881db6fb33c43,2.00,1.00,12.00,15.00
1e03c88e4f837e400b53e91a3338f559d2657a31,0.00,0.00,15.00,15.00
f531495c24e0f1899d7822bc6b463148d27d0068,0.00,0.00,15.00,15.00
8c92a9d3ffdf27118c3868686b3bdc1b38dc7f5b,0.00,0.00,14.00,14.00
d384cf00d2288910b431cf61b1b74ccc9359ae24,0.00,0.00,14.00,14.00
b5aa780460fcfbf657541ee6c94d41b34b1b24b9,7.00,7.00,0.00,14.00
f9346e5093fdcbaab3927d192af25dea721b7956,0.00,0.00,14.00,14.00
3429bfee3f157ea134b8642627509a2bf5964656,0.00,2.00,11.00,13.00
73911a159c66db379c258a408c08765c897ed34d,0.00,0.00,13.00,13.00
42d79cf5b5dae99cd8af3b1244db1f709d4268e6,13.00,0.00,0.00,13.00
3a30f45c7befca5baf1aca59eda76ad8231ba005,0.00,0.00,13.00,13.00
68263585296e30f93e541c36908a652df7398b9e,5.00,3.00,5.00,13.00
4d2bd647ff7ee2450e0b9ed920f8179d32178186,13.00,0.00,0.00,13.00
ecc749e811b9f978c9d9bb2cd9bfee6f795653df,0.00,0.00,12.00,12.00
e42efddfd823765263fe9fcfb5a81589c93969e5,0.00,0.00,11.00,11.00
19a756d75ef693df4f28a42a9cd3634524f3f577,2.00,1.00,8.00,11.00
302824a390fcbe0f51914dd0347c5a17da22d298,2.00,0.00,8.00,10.00
4efb45b1d84c08a471858441e698e316af04c51e,10.00,0.00,0.00,10.00
73ac4b87d0f7389b79be8a847e4215fc59befaff,9.00,1.00,0.00,10.00
d5ffbe645c1fe47e24b3ffe2687cecdfc1ada1b4,10.00,0.00,0.00,10.00
b42f64df711f95ef64e3ee12fa809f46b6155488,4.00,5.00,0.00,9.00
dbf91f54c0bd9ee5a8d1ec7f71fdace1af868604,0.00,9.00,0.00,9.00
3ba262412cfef82943de7f2c831916b340c01925,7.00,0.00,1.00,8.00
b143f991242b79fa8479148cd79fad7d4f8f2146,8.00,0.00,0.00,8.00
3919896e10822929ead6ceb797acfc067137ef05,6.00,2.00,0.00,8.00
510415f5a5eaaae2eef982de006a76ac846178b9,7.00,0.00,0.00,7.00
ede8d588012bf31563370caa35cb8903889494ab,0.00,7.00,0.00,7.00
5a02873d5f0bd8fedd8527808bd3d4ecbe7d8af3,0.00,1.00,6.00,7.00
e296a0d1f0696a52e95d8b34e016d7a272c9a1a6,4.00,1.00,2.00,7.00
f9825e71bcfca9e187206756d369ee14bcb9be2e,3.00,2.00,2.00,7.00
0f4bbb60cd6c6ce22771a22683cfb544e25abe46,7.00,0.00,0.00,7.00
d503a76739443bc56729d1ac7dfedbd68bca8b2f,1.00,0.00,5.00,6.00
b6914fcd095336f09e84723039e21c480cf3c8a1,2.00,0.00,4.00,6.00
b4eeadd4ede0be82ba9b3981d45c918084f615ba,6.00,0.00,0.00,6.00
ce84eba436aaf639920bb38ff8d5081d01c23686,6.00,0.00,0.00,6.00
dc40d849e4f52b93753627ae699e4c161e4ebdf1,3.00,0.00,3.00,6.00
9eac34fe3121b8bc6bbe1b81ca76852ddedb2603,4.00,2.00,0.00,6.00
5defb26c436a199eb690a98f9e0366b32e9acddf,4.00,0.00,2.00,6.00
3852ae3d0d3fcb30ebff73f087ce34f3e1fc5bfb,6.00,0.00,0.00,6.00
28f891184496433268cfa6ded9243791960a64e1,1.00,0.00,4.00,5.00
a7ad4f05b0f3ef3103e45cf24cdae5772582ecb3,2.00,2.00,1.00,5.00
2e246cc64fcc8ba3adf5b9e68e0d6a040d06cff0,0.00,0.00,5.00,5.00
882f92c6d74818eee7f086a7c5f9467b44101abf,0.00,5.00,0.00,5.00
fb4135a3bf16e61345ca2a5b6a6fea5b516e7a3e,5.00,0.00,0.00,5.00
f48d4bd04ec46b6678773209a3397555eb2ce24d,5.00,0.00,0.00,5.00
d160f6e189d4de6275e169a3e0fd74d9647481c4,4.00,0.00,1.00,5.00
33b8893fe99f412e39e6db7b22c403f1f452d024,4.00,1.00,0.00,5.00
